Person,System,EntitlementName,PermissionConfigurationDisplayName,LastChangedOn
Olivier Pronk (500171),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,06/08/2026 01:53:00
Olivier Pronk (500171),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,03/17/2026 18:05:00
Olivier Pronk (500171),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,03/23/2025 21:57:00
Olivier Pronk (500171),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,11/19/2025 03:44:00
Olivier Pronk (500171),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),,11/09/2025 19:41:00
Xander Coenen (500172),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,05/19/2026 21:18:00
Xander Coenen (500172),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,01/01/2026 15:30:00
Xander Coenen (500172),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,02/06/2026 03:37:00
Xander Coenen (500172),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,09/02/2025 18:04:00
Xander Coenen (500172),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),,03/09/2026 19:37:00
Xander Coenen (500172),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),,03/21/2025 22:34:00
Xander Coenen (500172),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),,09/14/2025 01:23:00
Xander Coenen (500172),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),,04/29/2025 08:37:00
Xander Coenen (500172),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),,03/06/2026 16:16:00
Xander Coenen (500172),Microsoft Active Directory,FS-Begeleider-DATA (avo.local/Demo/Groups/FS-Begeleider-DATA),,05/12/2026 06:58:00
Yara Gerritsen (500173),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/11/2026 09:32:00
Yara Gerritsen (500173),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/16/2025 10:38:00
Yara Gerritsen (500173),Microsoft Active Directory,APP-CA060-Portal (avo.local/Demo/Groups/APP-CA060-Portal),,06/27/2025 10:25:00
Yara Gerritsen (500173),Microsoft Active Directory,FS-CA060-RO (avo.local/Demo/Groups/FS-CA060-RO),,05/09/2025 06:46:00
Gijs Lindeboom (500174),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,05/13/2025 12:20:00
Gijs Lindeboom (500174),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,03/25/2025 02:33:00
Gijs Lindeboom (500174),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/30/2025 10:51:00
Gijs Lindeboom (500174),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,12/30/2025 10:17:00
Gijs Lindeboom (500174),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,03/08/2026 20:38:00
Gijs Lindeboom (500174),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,09/06/2025 16:45:00
Mila Elzinga (500175),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,04/22/2025 03:02:00
Mila Elzinga (500175),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,09/11/2025 23:06:00
Mila Elzinga (500175),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,01/07/2026 20:56:00
Mila Elzinga (500175),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),,05/03/2025 22:22:00
Mila Elzinga (500175),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),,10/11/2025 14:53:00
Mila Elzinga (500175),Microsoft Active Directory,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),,10/25/2025 07:33:00
Mila Elzinga (500175),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,02/12/2026 20:46:00
Daan Wielenga (500176),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,07/01/2026 03:08:00
Daan Wielenga (500176),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,03/14/2026 02:44:00
Daan Wielenga (500176),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,09/03/2025 11:17:00
Finn Dijkgraaf (500177),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,01/21/2026 17:09:00
Finn Dijkgraaf (500177),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,12/30/2025 07:52:00
Finn Dijkgraaf (500177),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,03/12/2026 07:24:00
Finn Dijkgraaf (500177),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,02/22/2026 16:46:00
Finn Dijkgraaf (500177),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,10/31/2025 09:12:00
Finn Dijkgraaf (500177),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,09/29/2025 03:28:00
Noa Hoekstra (500178),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,04/09/2026 05:32:00
Noa Hoekstra (500178),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,09/23/2025 23:41:00
Noa Hoekstra (500178),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,12/16/2025 15:03:00
Noa Hoekstra (500178),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),,09/29/2025 19:36:00
Noa Hoekstra (500178),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),,02/12/2026 10:46:00
Noa Jonker (500179),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,10/03/2025 14:15:00
Noa Jonker (500179),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/25/2026 06:26:00
Noa Jonker (500179),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/08/2026 10:51:00
Noa Jonker (500179),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,04/07/2025 00:44:00
Lars Slootweg (500180),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,01/14/2026 06:55:00
Lars Slootweg (500180),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,07/26/2025 13:08:00
Lars Slootweg (500180),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,06/15/2025 00:45:00
Lars Slootweg (500180),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,07/16/2026 21:39:00
Lars Slootweg (500180),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/30/2026 08:07:00
Lars Slootweg (500180),Microsoft Active Directory,ROLE-Verpleegkundige (avo.local/Demo/Groups/ROLE-Verpleegkundige),,07/16/2026 08:46:00
Lars Slootweg (500180),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,07/03/2026 11:17:00
Lars Berkhout (500181),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/07/2026 15:38:00
Lars Berkhout (500181),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,02/09/2026 22:19:00
Lars Berkhout (500181),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,10/03/2025 18:43:00
Lars Berkhout (500181),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,05/03/2025 21:55:00
Lars Berkhout (500181),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,07/10/2026 09:48:00
Lars Berkhout (500181),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,05/19/2025 08:21:00
Lars Berkhout (500181),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,05/18/2025 14:09:00
Lars Berkhout (500181),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,05/13/2026 05:44:00
Lars Berkhout (500181),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),,07/01/2025 00:44:00
Lars Berkhout (500181),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),,07/16/2026 15:34:00
Lars Berkhout (500181),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,10/24/2025 12:44:00
Hanna Slootweg (500182),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,04/01/2025 23:03:00
Hanna Slootweg (500182),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/17/2025 09:43:00
Hanna Slootweg (500182),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/28/2025 05:55:00
Hanna Slootweg (500182),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,10/16/2025 21:08:00
Tess Oosterhuis (500183),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,01/05/2026 04:50:00
Tess Oosterhuis (500183),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,02/22/2026 06:52:00
Tess Oosterhuis (500183),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,07/10/2025 03:32:00
Tess Oosterhuis (500183),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,12/08/2025 04:03:00
Vera Kalisvaart (500184),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,02/17/2026 06:52:00
Vera Kalisvaart (500184),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,04/27/2026 11:01:00
Vera Kalisvaart (500184),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,03/07/2026 00:43:00
Vera Kalisvaart (500184),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,07/27/2026 03:21:00
Vera Kalisvaart (500184),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,06/18/2025 10:22:00
Vera Kalisvaart (500184),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),,01/01/2026 06:40:00
Vera Kalisvaart (500184),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),,09/26/2025 21:17:00
Roos Muijs (500185),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,12/04/2025 10:31:00
Roos Muijs (500185),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,01/23/2026 15:43:00
Noa Zomerdijk (500186),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,03/30/2026 14:24:00
Noa Zomerdijk (500186),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/20/2026 22:43:00
Noa Zomerdijk (500186),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,10/29/2025 15:24:00
Noa Zomerdijk (500186),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,02/03/2026 02:15:00
Noa Zomerdijk (500186),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,03/12/2026 07:29:00
Noa Zomerdijk (500186),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,02/15/2026 07:56:00
Quinten Wielenga (500187),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,05/04/2025 20:02:00
Quinten Wielenga (500187),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,03/28/2026 02:39:00
Quinten Wielenga (500187),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,06/14/2026 08:10:00
Quinten Wielenga (500187),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,11/24/2025 01:24:00
Quinten Wielenga (500187),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,03/26/2026 21:07:00
Lars Muijs (500188),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/23/2026 10:52:00
Lars Muijs (500188),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/11/2025 10:46:00
Lars Muijs (500188),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,12/23/2025 10:12:00
Ursula Elzinga (500189),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,07/06/2026 06:31:00
Ursula Elzinga (500189),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,08/18/2025 12:17:00
Ursula Elzinga (500189),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,08/04/2025 11:42:00
Ursula Elzinga (500189),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,02/17/2026 04:40:00
Hanna Oosterhuis (500190),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,10/20/2025 02:30:00
Hanna Oosterhuis (500190),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,04/23/2025 19:10:00
Hanna Oosterhuis (500190),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,05/06/2025 07:13:00
Hanna Oosterhuis (500190),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,07/12/2026 05:52:00
Anne Muijs (500191),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/30/2025 07:23:00
Anne Muijs (500191),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,10/11/2025 18:20:00
Anne Muijs (500191),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,03/17/2026 23:21:00
Anne Muijs (500191),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/25/2026 02:03:00
Anne Muijs (500191),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,04/13/2026 16:28:00
Anne Muijs (500191),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,02/28/2026 05:25:00
Anne Muijs (500191),Microsoft Active Directory,FS-FIN01-RW (avo.local/Demo/Groups/FS-FIN01-RW),,05/05/2025 10:49:00
Anne Muijs (500191),Microsoft Active Directory,TEAM-FIN01 (avo.local/Demo/Groups/TEAM-FIN01),,09/30/2025 13:48:00
Anne Muijs (500191),Microsoft Active Directory,MBX-FIN01 (avo.local/Demo/Groups/MBX-FIN01),,11/20/2025 16:25:00
Finn Berkhout (500192),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,03/12/2026 17:11:00
Finn Berkhout (500192),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,08/20/2025 07:34:00
Finn Berkhout (500192),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,10/28/2025 14:46:00
Finn Berkhout (500192),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,12/11/2025 03:04:00
Sem Vroegindeweij (500193),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,02/22/2026 12:51:00
Sem Vroegindeweij (500193),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,07/29/2026 12:18:00
Sem Vroegindeweij (500193),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),,04/24/2026 20:07:00
Sem Vroegindeweij (500193),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),,06/04/2025 00:52:00
Sem Vroegindeweij (500193),Microsoft Active Directory,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),,11/15/2025 23:03:00
Sem Vroegindeweij (500193),Microsoft Active Directory,MBX-ICT03 (avo.local/Demo/Groups/MBX-ICT03),,10/01/2025 06:59:00
Finn Dijkgraaf (500194),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,07/07/2025 23:15:00
Finn Dijkgraaf (500194),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,02/12/2026 06:51:00
Finn Dijkgraaf (500194),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,04/09/2025 09:45:00
Finn Dijkgraaf (500194),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,11/01/2025 15:38:00
Finn Dijkgraaf (500194),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,01/30/2026 06:37:00
Finn Dijkgraaf (500194),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,09/02/2025 10:03:00
Finn Dijkgraaf (500194),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,06/17/2026 10:46:00
Finn Dijkgraaf (500194),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,07/20/2025 21:39:00
Finn Dijkgraaf (500194),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,09/19/2025 19:17:00
Finn Dijkgraaf (500194),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),,03/30/2026 21:31:00
Finn Dijkgraaf (500194),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,09/15/2025 05:30:00
Iris Berkhout (500195),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,04/26/2025 16:42:00
Iris Berkhout (500195),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,09/06/2025 16:35:00
Iris Berkhout (500195),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,06/21/2025 21:07:00
Iris Berkhout (500195),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,03/24/2026 01:54:00
Iris Berkhout (500195),Microsoft Active Directory,APP-CZ08-Portal (avo.local/Demo/Groups/APP-CZ08-Portal),,02/14/2026 09:54:00
Iris Berkhout (500195),Microsoft Active Directory,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),,10/11/2025 23:56:00
Iris Berkhout (500195),Microsoft Active Directory,FS-CZ08-RW (avo.local/Demo/Groups/FS-CZ08-RW),,02/17/2026 01:23:00
Iris Berkhout (500195),Microsoft Active Directory,TEAM-CZ08 (avo.local/Demo/Groups/TEAM-CZ08),,07/08/2026 23:40:00
Iris Berkhout (500195),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,07/09/2026 03:50:00
Roos Wielenga (500196),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,03/20/2026 08:28:00
Roos Wielenga (500196),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,08/16/2025 06:20:00
Quinten Berkhout (500197),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/12/2026 05:30:00
Quinten Berkhout (500197),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,04/15/2026 06:13:00
Quinten Berkhout (500197),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,05/08/2025 02:40:00
Quinten Berkhout (500197),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,12/05/2025 13:26:00
Quinten Berkhout (500197),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,04/12/2026 01:09:00
Quinten Berkhout (500197),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/19/2025 01:28:00
Quinten Berkhout (500197),Microsoft Active Directory,APP-FIN01-Portal (avo.local/Demo/Groups/APP-FIN01-Portal),,07/22/2025 11:49:00
Quinten Berkhout (500197),Microsoft Active Directory,FS-FIN01-RO (avo.local/Demo/Groups/FS-FIN01-RO),,10/15/2025 17:36:00
Quinten Berkhout (500197),Microsoft Active Directory,FS-FIN01-RW (avo.local/Demo/Groups/FS-FIN01-RW),,04/23/2026 13:39:00
Quinten Berkhout (500197),Microsoft Active Directory,TEAM-FIN01 (avo.local/Demo/Groups/TEAM-FIN01),,01/13/2026 21:47:00
Quinten Berkhout (500197),Microsoft Active Directory,MBX-FIN01 (avo.local/Demo/Groups/MBX-FIN01),,06/22/2025 15:47:00
Yara Gerritsen (500198),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,04/28/2026 01:02:00
Yara Gerritsen (500198),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,12/27/2025 18:46:00
Yara Gerritsen (500198),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,12/02/2025 16:41:00
Yara Gerritsen (500198),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,05/22/2026 07:12:00
Yara Gerritsen (500198),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),,10/28/2025 08:53:00
Yara Gerritsen (500198),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),,02/19/2026 02:58:00
Mila Aalbers (500199),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/29/2025 06:40:00
Mila Aalbers (500199),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/12/2025 07:48:00
Mila Aalbers (500199),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,09/25/2025 04:47:00
Mila Aalbers (500199),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,07/23/2025 07:57:00
Mila Aalbers (500199),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,06/01/2026 02:04:00
Mila Aalbers (500199),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),,02/15/2026 03:19:00
Mila Aalbers (500199),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),,01/08/2026 05:57:00
Mila Aalbers (500199),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),,06/15/2025 23:47:00
Bram Elzinga (500200),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,01/27/2026 21:48:00
Bram Elzinga (500200),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/29/2026 17:54:00
Bram Elzinga (500200),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,03/27/2025 22:52:00
Bram Elzinga (500200),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,06/02/2025 10:28:00
Bram Elzinga (500200),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),,05/11/2026 18:09:00
Bram Elzinga (500200),Microsoft Active Directory,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),,06/06/2026 13:20:00
Cato Terlouw (500201),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,09/01/2025 04:33:00
Cato Terlouw (500201),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,05/05/2025 01:16:00
Cato Terlouw (500201),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/23/2026 23:41:00
Cato Terlouw (500201),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/01/2026 01:33:00
Cato Terlouw (500201),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,05/02/2025 18:32:00
Ursula Elzinga (500202),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,01/16/2026 14:48:00
Ursula Elzinga (500202),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,03/11/2026 04:02:00
Ursula Elzinga (500202),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,10/02/2025 22:46:00
Ursula Elzinga (500202),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,11/28/2025 13:56:00
Ursula Elzinga (500202),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,10/14/2025 13:58:00
Ursula Elzinga (500202),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,03/20/2026 09:44:00
Bram Kalisvaart (500203),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,08/15/2025 16:22:00
Bram Kalisvaart (500203),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,09/05/2025 15:35:00
