AssignmentGuid,UserName,UserGuid,ProductName,ProductGuid,ProductSku,RequestedAt,ApprovedAt,ReturnDate,Source,ApprovedBy,ApprovalComment,Approved
a00242-demo,fenna.pronk@avondrood.local,u00242,Visio,p0003-demo-0000-0000-000000000000,20240003DEMO,2024-04-09T12:00:00.000,2024-04-12T00:00:00.000,,Request,Zoë Willems,Goedgekeurd na overleg,True
a00243-demo,daphne.willems@avondrood.local,u00243,Visio,p0003-demo-0000-0000-000000000000,20240003DEMO,2026-07-05T09:00:00.000,2026-07-06T17:00:00.000,,Request,Guusje Smits,Goedgekeurd na overleg,True
a00244-demo,bram.janssen@avondrood.local,u00244,Visio,p0003-demo-0000-0000-000000000000,20240003DEMO,2026-06-28T02:00:00.000,2026-06-28T06:00:00.000,2027-05-24T06:00:00,Request,Floris Willems,Goedgekeurd na overleg,True
a00245-demo,vera.vandam@avondrood.local,u00245,Visio,p0003-demo-0000-0000-000000000000,20240003DEMO,2025-08-27T00:00:00.000,2025-08-27T01:00:00.000,,Request,Tijn Vroegindeweij,"Akkoord, tijdelijk",True
a00246-demo,sofie.quaedvlieg@avondrood.local,u00246,Visio,p0003-demo-0000-0000-000000000000,20240003DEMO,2023-11-16T06:00:00.000,2023-11-17T12:00:00.000,,Request,Guusje Smits,Conform aanvraag,True
a00247-demo,mila.coenen@avondrood.local,u00247,Visio,p0003-demo-0000-0000-000000000000,20240003DEMO,2025-10-21T23:00:00.000,2025-10-24T10:00:00.000,,Request,Bram Elzinga,Nodig voor de functie,True
a00248-demo,sofie.muijs@avondrood.local,u00248,Visio,p0003-demo-0000-0000-000000000000,20240003DEMO,2025-12-30T13:00:00.000,2026-01-02T12:00:00.000,2027-02-04T12:00:00,Request,Fenna de Boer,Ok,True
a00249-demo,maarten.lindeboom@avondrood.local,u00249,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2025-11-28T13:00:00.000,2025-11-29T03:00:00.000,,Request,Bram Elzinga,Akkoord – zie ticket,True
a00250-demo,nienke.lindeboom@avondrood.local,u00250,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-10-17T10:00:00.000,2024-10-18T21:00:00.000,,Request,Zoë Willems,Nodig voor de functie,True
a00251-demo,wessel.lindeboom@avondrood.local,u00251,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-05-19T22:00:00.000,2024-05-22T13:00:00.000,,Request,Fenna de Boer,Akkoord,True
a00252-demo,cato.vandenbroek@avondrood.local,u00252,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-06-27T06:00:00.000,2024-06-28T02:00:00.000,,Request,Rens de Graaf,Goedgekeurd na overleg,True
a00253-demo,eva.lindeboom@avondrood.local,u00253,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-05-08T14:00:00.000,2024-05-08T21:00:00.000,,Request,Zoë Willems,Akkoord,True
a00254-demo,guusje.vandenbroek@avondrood.local,u00254,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2023-11-28T21:00:00.000,2023-11-30T04:00:00.000,2024-02-23T04:00:00,Request,Bram Elzinga,Ok,True
a00255-demo,sofie.coenen@avondrood.local,u00255,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2022-08-31T22:00:00.000,2022-09-03T01:00:00.000,,Import,,,
a00256-demo,koen.hoekman@avondrood.local,u00256,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2022-10-25T04:00:00.000,2022-10-27T14:00:00.000,,Request,Roos Quaedvlieg,Akkoord – zie ticket,True
a00257-demo,mila.coenen@avondrood.local,u00257,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2026-04-09T03:00:00.000,2026-04-10T08:00:00.000,,Request,Bram Elzinga,Akkoord,True
a00258-demo,nienke.oosterhuis@avondrood.local,u00258,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2025-06-08T05:00:00.000,2025-06-08T15:00:00.000,,Request,Puck Kalisvaart,"Akkoord, tijdelijk",True
a00259-demo,nienke.vandenheuvel@avondrood.local,u00259,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2025-07-23T18:00:00.000,2025-07-24T10:00:00.000,,Request,Bram Elzinga,Conform aanvraag,True
a00260-demo,wout.devries@avondrood.local,u00260,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-05-19T05:00:00.000,2024-05-19T11:00:00.000,,Request,Sem Slootweg,Nodig voor de functie,True
a00261-demo,hugo.vermeulen@avondrood.local,u00261,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-01-01T18:00:00.000,2024-01-02T18:00:00.000,,Request,Fenna de Boer,"Akkoord, tijdelijk",True
a00262-demo,bart.dehaan@avondrood.local,u00262,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2023-05-22T17:00:00.000,2023-05-24T11:00:00.000,,Request,Ursula Nagtegaal,Conform aanvraag,True
a00263-demo,sanne.hoekstra@avondrood.local,u00263,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-07-16T20:00:00.000,2024-07-17T21:00:00.000,,Request,Roos Quaedvlieg,"Akkoord, tijdelijk",True
a00264-demo,bas.dijkstra@avondrood.local,u00264,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-12-05T21:00:00.000,2024-12-08T00:00:00.000,,Request,Fenna de Boer,Nodig voor de functie,True
a00265-demo,dirk.huisman@avondrood.local,u00265,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-10-23T07:00:00.000,2024-10-23T21:00:00.000,,Request,Puck Kalisvaart,Akkoord,True
a00266-demo,jasper.dekker@avondrood.local,u00266,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2026-04-30T09:00:00.000,2026-05-01T14:00:00.000,,Request,Guusje Smits,"Akkoord, tijdelijk",True
a00267-demo,fenna.vos@avondrood.local,u00267,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2022-08-19T22:00:00.000,2022-08-20T14:00:00.000,,Request,Puck Kalisvaart,Goedgekeurd na overleg,True
a00268-demo,noa.schouten@avondrood.local,u00268,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2025-07-03T23:00:00.000,2025-07-06T11:00:00.000,,Request,Elise Berkhout,"Akkoord, tijdelijk",True
a00269-demo,roos.smit@avondrood.local,u00269,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2022-09-27T18:00:00.000,2022-09-28T10:00:00.000,,Request,roos.smit@avondrood.local,Akkoord – zie ticket,True
a00270-demo,isa.jonker@avondrood.local,u00270,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2026-07-21T01:00:00.000,2026-07-22T01:00:00.000,,Request,Sem Slootweg,Nodig voor de functie,True
a00271-demo,kim.visser@avondrood.local,u00271,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-03-11T16:00:00.000,2024-03-13T07:00:00.000,2024-05-17T07:00:00,Request,Tijn Vroegindeweij,Akkoord – zie ticket,True
a00272-demo,roos.vermeulen@avondrood.local,u00272,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2025-02-24T09:00:00.000,2025-02-27T08:00:00.000,,Request,roos.vermeulen@avondrood.local,Nodig voor de functie,True
a00273-demo,floris.vandijk@avondrood.local,u00273,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-08-27T16:00:00.000,2024-08-28T11:00:00.000,,Import,Zoë Willems,Ok,True
a00274-demo,lotte.vandenheuvel@avondrood.local,u00274,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-03-19T02:00:00.000,2024-03-20T21:00:00.000,,Request,Fenna de Boer,"Akkoord, tijdelijk",True
a00275-demo,ursula.deboer@avondrood.local,u00275,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2025-04-12T14:00:00.000,2025-04-14T10:00:00.000,,Request,Puck Kalisvaart,Akkoord,True
a00276-demo,guusje.ipenburg@avondrood.local,u00276,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2026-04-20T07:00:00.000,2026-04-22T20:00:00.000,,Request,Puck Kalisvaart,"Akkoord, tijdelijk",True
a00277-demo,isa.hoekstra@avondrood.local,u00277,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-08-13T00:00:00.000,2024-08-14T22:00:00.000,,Request,Elise Berkhout,Goedgekeurd na overleg,True
a00278-demo,daphne.willems@avondrood.local,u00278,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-02-17T08:00:00.000,2024-02-20T06:00:00.000,,Request,Guusje Smits,"Akkoord, tijdelijk",True
a00279-demo,zef.dijkgraaf@avondrood.local,u00279,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2023-08-17T11:00:00.000,2023-08-17T15:00:00.000,2024-01-28T15:00:00,Request,Guusje Smits,Akkoord,True
a00280-demo,vera.vandam@avondrood.local,u00280,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2022-10-11T02:00:00.000,2022-10-11T21:00:00.000,,Request,Tijn Vroegindeweij,Akkoord – zie ticket,True
a00281-demo,carlijn.smit@avondrood.local,u00281,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2025-03-31T16:00:00.000,2025-04-01T10:00:00.000,,Request,Roos Quaedvlieg,Conform aanvraag,True
a00282-demo,iris.dijkstra@avondrood.local,u00282,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-05-07T07:00:00.000,2024-05-07T20:00:00.000,,Import,Elise Berkhout,Goedgekeurd na overleg,True
a00283-demo,noa.huisman@avondrood.local,u00283,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2024-05-12T00:00:00.000,2024-05-12T03:00:00.000,,Request,Elise Berkhout,Conform aanvraag,True
a00284-demo,finn.vandenbroek@avondrood.local,u00284,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2022-09-04T13:00:00.000,2022-09-04T19:00:00.000,,Request,Fenna de Boer,"Akkoord, tijdelijk",True
a00285-demo,gerben.bakker@avondrood.local,u00285,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2026-04-16T17:00:00.000,2026-04-18T20:00:00.000,,Request,,,
a00286-demo,sanne.vandermeer2@avondrood.local,u00286,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2025-09-11T13:00:00.000,2025-09-13T00:00:00.000,,Request,Fenna de Boer,Akkoord – zie ticket,True
a00287-demo,gerben.kuipers@avondrood.local,u00287,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2023-12-10T08:00:00.000,2023-12-13T03:00:00.000,,Request,Roos Quaedvlieg,Nodig voor de functie,True
a00288-demo,puck.ipenburg@avondrood.local,u00288,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2025-09-06T16:00:00.000,2025-09-06T21:00:00.000,,Request,Zoë Willems,Nodig voor de functie,True
a00289-demo,sem.slootweg@avondrood.local,u00289,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2023-10-02T03:00:00.000,2023-10-03T01:00:00.000,,Import,Sem Slootweg,Goedgekeurd na overleg,True
a00290-demo,xander.elzinga@avondrood.local,u00290,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2026-07-06T22:00:00.000,2026-07-08T18:00:00.000,2027-04-14T18:00:00,Import,Ursula Nagtegaal,Ok,True
a00291-demo,nora.vanderveen@avondrood.local,u00291,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2025-10-10T22:00:00.000,2025-10-13T05:00:00.000,,Request,Floris Willems,Conform aanvraag,True
a00292-demo,maarten.muijs@avondrood.local,u00292,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2025-02-24T08:00:00.000,2025-02-25T03:00:00.000,,Request,,,
a00293-demo,mila.dekker2@avondrood.local,u00293,Project,p0004-demo-0000-0000-000000000000,20240004DEMO,2023-06-29T09:00:00.000,2023-07-01T15:00:00.000,,Request,Floris Willems,Nodig voor de functie,True
a00294-demo,maarten.lindeboom@avondrood.local,u00294,Beheerderstoegang AD,p0005-demo-0000-0000-000000000000,20240005DEMO,2023-09-28T19:00:00.000,2023-09-30T22:00:00.000,,Request,Bram Elzinga,Conform aanvraag,True
a00295-demo,daphne.bakker@avondrood.local,u00295,Beheerderstoegang AD,p0005-demo-0000-0000-000000000000,20240005DEMO,2023-03-24T01:00:00.000,2023-03-25T02:00:00.000,,Request,Rens de Graaf,Akkoord,True
a00296-demo,bram.vandenheuvel@avondrood.local,u00296,Beheerderstoegang AD,p0005-demo-0000-0000-000000000000,20240005DEMO,2024-09-22T21:00:00.000,2024-09-25T08:00:00.000,,Request,Zoë Willems,Ok,True
a00297-demo,joris.hendriks@avondrood.local,u00297,Beheerderstoegang AD,p0005-demo-0000-0000-000000000000,20240005DEMO,2024-09-17T23:00:00.000,2024-09-20T14:00:00.000,,Request,joris.hendriks@avondrood.local,Goedgekeurd na overleg,True
a00298-demo,gijs.vanbeek@avondrood.local,u00298,Beheerderstoegang AD,p0005-demo-0000-0000-000000000000,20240005DEMO,2023-11-28T22:00:00.000,2023-11-29T13:00:00.000,,Request,Puck Kalisvaart,Nodig voor de functie,True
a00299-demo,mila.vanderlinden@avondrood.local,u00299,Beheerderstoegang AD,p0005-demo-0000-0000-000000000000,20240005DEMO,2026-03-03T23:00:00.000,2026-03-06T12:00:00.000,,Request,Fenna de Boer,Akkoord – zie ticket,True
a00300-demo,nienke.oosterhuis@avondrood.local,u00300,Beheerderstoegang AD,p0005-demo-0000-0000-000000000000,20240005DEMO,2024-02-06T02:00:00.000,2024-02-08T09:00:00.000,,Request,Puck Kalisvaart,Ok,True
a00301-demo,vera.brouwer@avondrood.local,u00301,Exchange-beheer,p0006-demo-0000-0000-000000000000,20240006DEMO,2024-11-03T09:00:00.000,2024-11-03T11:00:00.000,,Import,Zoë Willems,Nodig voor de functie,True
a00302-demo,gerben.wielenga@avondrood.local,u00302,Exchange-beheer,p0006-demo-0000-0000-000000000000,20240006DEMO,2026-05-07T00:00:00.000,2026-05-09T11:00:00.000,,Request,Ursula Nagtegaal,Nodig voor de functie,True
a00303-demo,finn.uijlenbroek@avondrood.local,u00303,Exchange-beheer,p0006-demo-0000-0000-000000000000,20240006DEMO,2022-08-24T17:00:00.000,2022-08-26T23:00:00.000,,Request,Puck Kalisvaart,Nodig voor de functie,True
a00304-demo,jelle.janssen@avondrood.local,u00304,Exchange-beheer,p0006-demo-0000-0000-000000000000,20240006DEMO,2025-03-09T23:00:00.000,2025-03-12T21:00:00.000,,Request,Bram Elzinga,Nodig voor de functie,True
a00305-demo,rens.deboer@avondrood.local,u00305,Exchange-beheer,p0006-demo-0000-0000-000000000000,20240006DEMO,2026-04-02T14:00:00.000,2026-04-03T03:00:00.000,,Request,,,
a00306-demo,yfke.hendriks@avondrood.local,u00306,Exchange-beheer,p0006-demo-0000-0000-000000000000,20240006DEMO,2025-06-20T20:00:00.000,2025-06-22T14:00:00.000,,Request,Floris Willems,Ok,True
a00307-demo,carlijn.jacobs@avondrood.local,u00307,Noodprocedure breakglass,p0007-demo-0000-0000-000000000000,20240007DEMO,2025-03-01T23:00:00.000,2025-03-03T05:00:00.000,,Request,,,
a00308-demo,emma.elzinga@avondrood.local,u00308,Noodprocedure breakglass,p0007-demo-0000-0000-000000000000,20240007DEMO,2022-08-30T20:00:00.000,2022-08-31T03:00:00.000,,Import,Sem Slootweg,Ok,True
a00309-demo,rosa.vandam@avondrood.local,u00309,Noodprocedure breakglass,p0007-demo-0000-0000-000000000000,20240007DEMO,2025-07-15T14:00:00.000,2025-07-16T05:00:00.000,,Import,Bram Elzinga,Goedgekeurd na overleg,True
a00310-demo,koen.uijlenbroek@avondrood.local,u00310,Noodprocedure breakglass,p0007-demo-0000-0000-000000000000,20240007DEMO,2024-01-03T17:00:00.000,2024-01-06T00:00:00.000,,Import,,,
a00311-demo,anne.jacobs@avondrood.local,u00311,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2023-12-31T11:00:00.000,2024-01-01T04:00:00.000,,Request,Tijn Vroegindeweij,Nodig voor de functie,True
a00312-demo,amber.peters@avondrood.local,u00312,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2026-06-16T07:00:00.000,2026-06-16T16:00:00.000,,Request,Floris Willems,"Akkoord, tijdelijk",True
a00313-demo,emma.elzinga@avondrood.local,u00313,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2022-10-07T21:00:00.000,2022-10-09T21:00:00.000,,Request,Sem Slootweg,Akkoord – zie ticket,True
a00314-demo,eva.slootweg@avondrood.local,u00314,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2023-11-04T07:00:00.000,2023-11-07T02:00:00.000,,Request,,,
a00315-demo,joris.ipenburg@avondrood.local,u00315,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2023-10-22T23:00:00.000,2023-10-24T21:00:00.000,2024-09-19T21:00:00,Request,Bram Elzinga,Ok,True
a00316-demo,rens.muijs@avondrood.local,u00316,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2024-05-04T14:00:00.000,2024-05-04T17:00:00.000,,Request,Rens de Graaf,Goedgekeurd na overleg,True
a00317-demo,yara.slootweg@avondrood.local,u00317,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2023-06-06T14:00:00.000,2023-06-06T19:00:00.000,,Request,Zoë Willems,Nodig voor de functie,True
a00318-demo,rens.muijs2@avondrood.local,u00318,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2025-09-16T22:00:00.000,2025-09-19T08:00:00.000,,Request,,,
a00319-demo,rens.elzinga@avondrood.local,u00319,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2024-07-28T18:00:00.000,2024-07-28T20:00:00.000,,Import,Bram Elzinga,Nodig voor de functie,True
a00320-demo,roos.uijlenbroek@avondrood.local,u00320,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2024-04-30T16:00:00.000,2024-05-02T00:00:00.000,,Request,Ursula Nagtegaal,Goedgekeurd na overleg,True
a00321-demo,sofie.coenen@avondrood.local,u00321,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2024-06-25T14:00:00.000,2024-06-27T13:00:00.000,,Request,Guusje Smits,Goedgekeurd na overleg,True
a00322-demo,floris.wielenga@avondrood.local,u00322,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2025-05-24T21:00:00.000,2025-05-26T07:00:00.000,,Request,Guusje Smits,Akkoord – zie ticket,True
a00323-demo,floris.ipenburg2@avondrood.local,u00323,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2025-11-23T08:00:00.000,2025-11-25T11:00:00.000,,Request,Guusje Smits,Akkoord,True
a00324-demo,kim.coenen@avondrood.local,u00324,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2023-07-21T17:00:00.000,2023-07-24T13:00:00.000,,Import,Rens de Graaf,Akkoord – zie ticket,True
a00325-demo,floris.smit@avondrood.local,u00325,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2025-02-26T17:00:00.000,2025-02-27T22:00:00.000,,Import,Fenna de Boer,Ok,True
a00326-demo,yara.jonker@avondrood.local,u00326,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2023-12-19T22:00:00.000,2023-12-21T14:00:00.000,,Request,Ursula Nagtegaal,Akkoord,True
a00327-demo,olivier.jacobs@avondrood.local,u00327,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2025-01-22T10:00:00.000,2025-01-24T10:00:00.000,,Request,Fenna de Boer,Akkoord – zie ticket,True
a00328-demo,emma.vanveen@avondrood.local,u00328,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2022-08-27T06:00:00.000,2022-08-27T18:00:00.000,,Import,Puck Kalisvaart,Nodig voor de functie,True
a00329-demo,gerben.coenen@avondrood.local,u00329,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2025-05-22T10:00:00.000,2025-05-24T04:00:00.000,,Request,Bram Elzinga,Nodig voor de functie,True
a00330-demo,fenna.deboer@avondrood.local,u00330,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2026-07-08T21:00:00.000,2026-07-11T04:00:00.000,,Request,Fenna de Boer,Conform aanvraag,True
a00331-demo,carlijn.gerritsen@avondrood.local,u00331,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2024-09-13T09:00:00.000,2024-09-13T11:00:00.000,,Request,Tijn Vroegindeweij,"Akkoord, tijdelijk",True
a00332-demo,dirk.willems@avondrood.local,u00332,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2025-01-13T02:00:00.000,2025-01-15T09:00:00.000,,Request,Roos Quaedvlieg,"Akkoord, tijdelijk",True
a00333-demo,yara.pronk@avondrood.local,u00333,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2024-09-07T12:00:00.000,2024-09-09T16:00:00.000,,Import,Roos Quaedvlieg,Akkoord – zie ticket,True
a00334-demo,nora.kuiper@avondrood.local,u00334,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2024-04-24T23:00:00.000,2024-04-26T03:00:00.000,,Request,Ursula Nagtegaal,Akkoord,True
a00335-demo,amber.peeters@avondrood.local,u00335,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2026-01-10T19:00:00.000,2026-01-11T22:00:00.000,,Request,Rens de Graaf,"Akkoord, tijdelijk",True
a00336-demo,jasper.smit@avondrood.local,u00336,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2025-04-07T07:00:00.000,2025-04-10T03:00:00.000,,Request,Guusje Smits,Conform aanvraag,True
a00337-demo,isa.oosterhuis@avondrood.local,u00337,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2024-10-28T09:00:00.000,2024-10-31T07:00:00.000,,Request,Tijn Vroegindeweij,Akkoord,True
a00338-demo,eva.lindeboom@avondrood.local,u00338,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2022-10-24T10:00:00.000,2022-10-26T16:00:00.000,,Request,Zoë Willems,Conform aanvraag,True
a00339-demo,zoe.willems@avondrood.local,u00339,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2024-10-13T15:00:00.000,2024-10-15T04:00:00.000,,Request,Zoë Willems,Ok,True
a00340-demo,eva.zomerdijk@avondrood.local,u00340,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2024-08-13T16:00:00.000,2024-08-13T19:00:00.000,,Request,Guusje Smits,Goedgekeurd na overleg,True
a00341-demo,elise.hoekman@avondrood.local,u00341,Thuiswerkplek,p0008-demo-0000-0000-000000000000,20240008DEMO,2026-06-22T01:00:00.000,2026-06-24T14:00:00.000,,Import,Fenna de Boer,Nodig voor de functie,True
a00342-demo,emma.pronk@avondrood.local,u00342,Mobiele telefoon,p0009-demo-0000-0000-000000000000,20240009DEMO,2026-05-29T16:00:00.000,2026-05-31T23:00:00.000,,Request,Sem Slootweg,"Akkoord, tijdelijk",True
a00343-demo,finn.dijkgraaf@avondrood.local,u00343,Mobiele telefoon,p0009-demo-0000-0000-000000000000,20240009DEMO,2026-03-16T08:00:00.000,2026-03-16T09:00:00.000,,Request,,,
a00344-demo,noa.vanvliet@avondrood.local,u00344,Mobiele telefoon,p0009-demo-0000-0000-000000000000,20240009DEMO,2024-05-25T07:00:00.000,2024-05-26T15:00:00.000,,Request,Floris Willems,Ok,True
a00345-demo,sanne.hoekstra@avondrood.local,u00345,Mobiele telefoon,p0009-demo-0000-0000-000000000000,20240009DEMO,2023-07-31T08:00:00.000,2023-08-02T15:00:00.000,,Request,Roos Quaedvlieg,"Akkoord, tijdelijk",True
a00346-demo,hanna.jonker@avondrood.local,u00346,Mobiele telefoon,p0009-demo-0000-0000-000000000000,20240009DEMO,2023-05-26T00:00:00.000,2023-05-27T00:00:00.000,,Request,Bram Elzinga,Akkoord – zie ticket,True
a00347-demo,floris.ipenburg2@avondrood.local,u00347,Mobiele telefoon,p0009-demo-0000-0000-000000000000,20240009DEMO,2023-04-30T01:00:00.000,2023-05-01T14:00:00.000,,Request,Guusje Smits,Akkoord – zie ticket,True
a00348-demo,maarten.terlouw@avondrood.local,u00348,Mobiele telefoon,p0009-demo-0000-0000-000000000000,20240009DEMO,2025-04-28T17:00:00.000,2025-04-30T08:00:00.000,2025-08-11T08:00:00,Import,,,
a00349-demo,pepijn.bos@avondrood.local,u00349,Mobiele telefoon,p0009-demo-0000-0000-000000000000,20240009DEMO,2024-01-04T17:00:00.000,2024-01-05T16:00:00.000,,Request,Tijn Vroegindeweij,Akkoord,True
a00350-demo,bas.pronk@avondrood.local,u00350,Mobiele telefoon,p0009-demo-0000-0000-000000000000,20240009DEMO,2023-04-29T19:00:00.000,2023-05-02T01:00:00.000,,Request,,,
a00351-demo,fenna.pronk@avondrood.local,u00351,Mobiele telefoon,p0009-demo-0000-0000-000000000000,20240009DEMO,2026-07-12T02:00:00.000,2026-07-13T01:00:00.000,,Request,Zoë Willems,Akkoord – zie ticket,True
a00352-demo,otto.dijkstra@avondrood.local,u00352,Mobiele telefoon,p0009-demo-0000-0000-000000000000,20240009DEMO,2023-11-13T13:00:00.000,2023-11-16T12:00:00.000,2024-11-10T12:00:00,Request,Sem Slootweg,Ok,True
a00353-demo,maarten.terlouw@avondrood.local,u00353,Mobiele telefoon,p0009-demo-0000-0000-000000000000,20240009DEMO,2024-05-16T02:00:00.000,2024-05-17T05:00:00.000,,Request,Roos Quaedvlieg,Ok,True
a00354-demo,iris.dijkstra2@avondrood.local,u00354,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2025-07-29T07:00:00.000,2025-07-30T21:00:00.000,,Request,Elise Berkhout,Akkoord,True
a00355-demo,dirk.huisman@avondrood.local,u00355,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2023-01-19T23:00:00.000,2023-01-22T16:00:00.000,,Request,,,
a00356-demo,lotte.muijs@avondrood.local,u00356,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2024-09-21T13:00:00.000,2024-09-22T18:00:00.000,,Request,Sem Slootweg,Akkoord – zie ticket,True
a00357-demo,pien.hendriks@avondrood.local,u00357,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2025-03-25T08:00:00.000,2025-03-28T00:00:00.000,,Import,Floris Willems,Ok,True
a00358-demo,veerle.vermeulen@avondrood.local,u00358,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2024-03-23T22:00:00.000,2024-03-25T15:00:00.000,,Request,Tijn Vroegindeweij,Akkoord,True
a00359-demo,isa.jonker@avondrood.local,u00359,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2022-11-29T16:00:00.000,2022-11-30T11:00:00.000,,Request,Sem Slootweg,Akkoord – zie ticket,True
a00360-demo,yfke.debruijn@avondrood.local,u00360,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2024-04-30T06:00:00.000,2024-05-02T02:00:00.000,,Import,Fenna de Boer,Goedgekeurd na overleg,True
a00361-demo,koen.slootweg@avondrood.local,u00361,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2026-04-03T12:00:00.000,2026-04-04T15:00:00.000,,Request,Bram Elzinga,Nodig voor de functie,True
a00362-demo,guusje.vanderveen@avondrood.local,u00362,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2025-01-24T01:00:00.000,2025-01-24T19:00:00.000,,Import,Roos Quaedvlieg,Nodig voor de functie,True
a00363-demo,sofie.quaedvlieg@avondrood.local,u00363,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2025-05-22T17:00:00.000,2025-05-25T08:00:00.000,,Import,Guusje Smits,Goedgekeurd na overleg,True
