Person,System,EntitlementName,Operation,CreatedOn,FinishedOn,Origins,Result
Daan Slootweg (500145),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,12/29/2025 12:43:00,12/29/2025 12:44:27,Import,Succeeded
Daan Slootweg (500145),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,08/13/2025 23:58:00,08/13/2025 23:59:00,PersonUpdate,Succeeded
Daan Slootweg (500145),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Revoke,08/15/2025 23:58:00,08/15/2025 23:58:32,ContractUpdate,Succeeded
Daan Slootweg (500145),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,09/01/2025 23:58:00,09/01/2025 23:58:05,ContractUpdate,Succeeded
Daan Slootweg (500145),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),Grant,11/28/2025 19:24:00,11/28/2025 19:24:29,PersonUpdate,Succeeded
Gijs Coenen (500146),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,12/22/2025 11:18:00,12/22/2025 11:18:38,PersonUpdate,Succeeded
Gijs Coenen (500146),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,10/27/2025 08:52:00,10/27/2025 08:52:48,Import,Succeeded
Gijs Coenen (500146),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,06/01/2026 12:07:00,06/01/2026 12:08:02,PersonUpdate,Succeeded
Gijs Coenen (500146),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,05/08/2026 03:43:00,05/08/2026 03:43:28,PersonUpdate,Succeeded
Gijs Coenen (500146),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,08/02/2025 15:28:00,08/02/2025 15:28:05,PersonUpdate,Succeeded
Gijs Coenen (500146),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,09/14/2025 01:33:00,09/14/2025 01:33:39,Import,Succeeded
Anne Fokkema (500147),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,09/12/2025 23:44:00,09/12/2025 23:44:17,ContractUpdate,Succeeded
Anne Fokkema (500147),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,07/02/2026 12:56:00,07/02/2026 12:56:29,BusinessRuleUpdate,Succeeded
Anne Fokkema (500147),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,03/18/2026 13:59:00,03/18/2026 13:59:03,ContractUpdate,Succeeded
Anne Fokkema (500147),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,09/20/2025 06:58:00,09/20/2025 06:58:09,PersonUpdate,Succeeded
Anne Fokkema (500147),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,07/02/2026 14:47:00,07/02/2026 14:47:09,BusinessRuleUpdate,Succeeded
Anne Fokkema (500147),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,08/11/2025 05:26:00,08/11/2025 05:27:17,PersonUpdate,Succeeded
Anne Fokkema (500147),Microsoft Active Directory,FS-FIN01-RW (avo.local/Demo/Groups/FS-FIN01-RW),Grant,01/12/2026 17:02:00,01/12/2026 17:02:09,PersonUpdate,Succeeded
Anne Fokkema (500147),Microsoft Active Directory,TEAM-FIN01 (avo.local/Demo/Groups/TEAM-FIN01),Grant,07/26/2026 22:57:00,07/26/2026 22:57:10,Import,Succeeded
Anne Fokkema (500147),Microsoft Active Directory,MBX-FIN01 (avo.local/Demo/Groups/MBX-FIN01),Grant,05/26/2025 01:53:00,05/26/2025 01:54:04,Import,Succeeded
Anne Fokkema (500147),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,05/07/2026 03:07:00,05/07/2026 03:08:00,Import,Succeeded
Anne Fokkema (500147),Microsoft Active Directory,FS-Begeleider-DATA (avo.local/Demo/Groups/FS-Begeleider-DATA),Grant,11/23/2025 13:31:00,11/23/2025 13:31:54,BusinessRuleUpdate,Succeeded
Mila Oosterhuis (500148),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,06/02/2026 10:55:00,06/02/2026 10:56:29,PersonUpdate,Succeeded
Mila Oosterhuis (500148),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,04/24/2025 13:35:00,04/24/2025 13:35:56,BusinessRuleUpdate,Succeeded
Mila Oosterhuis (500148),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,05/26/2025 06:56:00,05/26/2025 06:56:27,Import,Succeeded
Mila Oosterhuis (500148),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,02/25/2026 07:28:00,02/25/2026 07:28:40,Import,Succeeded
Mila Oosterhuis (500148),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,12/21/2025 15:11:00,12/21/2025 15:12:18,Import,Succeeded
Eva Roozendaal (500149),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,08/05/2025 17:56:00,08/05/2025 17:56:01,Import,Succeeded
Eva Roozendaal (500149),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,04/26/2025 22:20:00,04/26/2025 22:20:50,Import,Succeeded
Eva Roozendaal (500149),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,09/08/2025 23:27:00,09/08/2025 23:28:04,BusinessRuleUpdate,Succeeded
Eva Roozendaal (500149),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,05/18/2025 08:18:00,05/18/2025 08:18:20,Import,Succeeded
Eva Roozendaal (500149),Microsoft Active Directory,APP-FIN01-Portal (avo.local/Demo/Groups/APP-FIN01-Portal),Grant,12/31/2025 16:07:00,12/31/2025 16:07:17,BusinessRuleUpdate,Succeeded
Eva Roozendaal (500149),Microsoft Active Directory,FS-FIN01-RO (avo.local/Demo/Groups/FS-FIN01-RO),Grant,08/04/2025 00:25:00,08/04/2025 00:26:15,Import,Succeeded
Eva Roozendaal (500149),Microsoft Active Directory,TEAM-FIN01 (avo.local/Demo/Groups/TEAM-FIN01),Grant,06/11/2025 16:02:00,06/11/2025 16:02:50,Import,Succeeded
Eva Roozendaal (500149),Microsoft Active Directory,MBX-FIN01 (avo.local/Demo/Groups/MBX-FIN01),Grant,04/06/2026 07:32:00,04/06/2026 07:32:44,Import,Succeeded
Eva Roozendaal (500149),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),Grant,07/20/2026 13:02:00,07/20/2026 13:03:12,BusinessRuleUpdate,Succeeded
Eva Roozendaal (500149),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),Grant,09/16/2025 08:30:00,09/16/2025 08:30:56,Import,Succeeded
Kim Wielenga (500150),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,06/03/2025 03:26:00,06/03/2025 03:26:41,ContractUpdate,Succeeded
Kim Wielenga (500150),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,10/23/2025 04:06:00,10/23/2025 04:07:22,BusinessRuleUpdate,Succeeded
Kim Wielenga (500150),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,02/23/2026 18:40:00,02/23/2026 18:40:43,ContractUpdate,Succeeded
Kim Wielenga (500150),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,09/10/2025 11:42:00,09/10/2025 11:43:03,Import,Succeeded
Hanna Slootweg (500151),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/15/2025 20:55:00,07/15/2025 20:55:26,BusinessRuleUpdate,Succeeded
Hanna Slootweg (500151),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,10/18/2025 20:31:00,10/18/2025 20:31:16,BusinessRuleUpdate,Succeeded
Hanna Slootweg (500151),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,06/04/2025 11:22:00,06/04/2025 11:22:33,ContractUpdate,Succeeded
Hanna Slootweg (500151),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,06/18/2025 20:32:00,06/18/2025 20:32:27,ContractUpdate,Succeeded
Hanna Slootweg (500151),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,05/09/2025 23:04:00,05/09/2025 23:04:17,BusinessRuleUpdate,Succeeded
Hanna Slootweg (500151),Microsoft Active Directory,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),Grant,11/16/2025 03:58:00,11/16/2025 03:58:52,Import,Succeeded
Hanna Slootweg (500151),Microsoft Active Directory,APP-ICT03-Portal (avo.local/Demo/Groups/APP-ICT03-Portal),Grant,10/14/2025 17:03:00,10/14/2025 17:03:01,BusinessRuleUpdate,Succeeded
Wout Pronk (500152),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,10/09/2025 00:12:00,10/09/2025 00:12:33,BusinessRuleUpdate,Succeeded
Wout Pronk (500152),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,06/18/2025 13:16:00,06/18/2025 13:16:24,BusinessRuleUpdate,Succeeded
Wout Pronk (500152),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,01/22/2026 22:39:00,01/22/2026 22:39:10,Import,Succeeded
Wout Pronk (500152),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,03/07/2026 07:01:00,03/07/2026 07:02:12,Import,Succeeded
Vera Terlouw (500153),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/07/2026 05:55:00,07/07/2026 05:55:26,PersonUpdate,Succeeded
Vera Terlouw (500153),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,09/16/2025 11:38:00,09/16/2025 11:38:53,BusinessRuleUpdate,Succeeded
Vera Terlouw (500153),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,07/26/2025 17:11:00,07/26/2025 17:11:21,Import,Succeeded
Vera Terlouw (500153),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,07/11/2026 18:15:00,07/11/2026 18:15:48,ContractUpdate,Succeeded
Vera Terlouw (500153),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,06/02/2026 23:14:00,06/02/2026 23:14:04,PersonUpdate,Succeeded
Vera Terlouw (500153),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,01/03/2026 06:27:00,01/03/2026 06:28:26,Import,Succeeded
Vera Terlouw (500153),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Revoke,02/12/2026 06:27:00,02/12/2026 06:28:05,ContractUpdate,Succeeded
Vera Terlouw (500153),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,02/19/2026 06:27:00,02/19/2026 06:28:11,ContractUpdate,Succeeded
Vera Lindeboom (500154),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,10/02/2025 20:37:00,10/02/2025 20:37:26,ContractUpdate,Succeeded
Vera Lindeboom (500154),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,02/09/2026 07:31:00,02/09/2026 07:31:59,BusinessRuleUpdate,Succeeded
Vera Lindeboom (500154),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,09/21/2025 04:16:00,09/21/2025 04:16:43,BusinessRuleUpdate,Succeeded
Vera Lindeboom (500154),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,05/13/2026 21:51:00,05/13/2026 21:52:02,Import,Succeeded
Vera Lindeboom (500154),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,08/01/2026 13:36:00,08/01/2026 13:36:48,ContractUpdate,Succeeded
Vera Lindeboom (500154),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Grant,02/23/2026 04:44:00,02/23/2026 04:44:55,Import,Succeeded
Vera Lindeboom (500154),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),Grant,05/03/2025 05:14:00,05/03/2025 05:14:56,Import,Succeeded
Vera Lindeboom (500154),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),Grant,06/16/2026 09:18:00,06/16/2026 09:19:04,ContractUpdate,Succeeded
Vera Lindeboom (500154),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),Grant,11/05/2025 16:42:00,11/05/2025 16:43:16,BusinessRuleUpdate,Succeeded
Vera Lindeboom (500154),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,10/10/2025 01:06:00,10/10/2025 01:06:15,BusinessRuleUpdate,Succeeded
Vera Lindeboom (500154),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),Grant,08/26/2025 08:49:00,08/26/2025 08:50:06,Import,Succeeded
Vera Lindeboom (500154),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),Grant,10/06/2025 02:23:00,10/06/2025 02:23:29,BusinessRuleUpdate,Succeeded
Bram Roozendaal (500155),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,05/17/2025 04:48:00,05/17/2025 04:48:56,Import,Succeeded
Bram Roozendaal (500155),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,05/13/2025 10:59:00,05/13/2025 10:59:03,ContractUpdate,Succeeded
Bram Roozendaal (500155),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,04/20/2026 09:10:00,04/20/2026 09:10:17,BusinessRuleUpdate,Succeeded
Bram Roozendaal (500155),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),Grant,09/21/2025 18:09:00,09/21/2025 18:09:51,BusinessRuleUpdate,Succeeded
Mila Ipenburg (500156),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/28/2026 13:23:00,07/28/2026 13:23:12,ContractUpdate,Succeeded
Mila Ipenburg (500156),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,09/18/2025 11:48:00,09/18/2025 11:48:40,BusinessRuleUpdate,Succeeded
Mila Ipenburg (500156),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Revoke,11/07/2025 11:48:00,11/07/2025 11:48:13,ContractUpdate,Succeeded
Mila Ipenburg (500156),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,11/11/2025 11:48:00,11/11/2025 11:48:28,ContractUpdate,Succeeded
Mila Ipenburg (500156),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,01/26/2026 09:41:00,01/26/2026 09:41:56,BusinessRuleUpdate,Succeeded
Mila Ipenburg (500156),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,06/23/2026 09:16:00,06/23/2026 09:16:10,Import,Succeeded
Mila Ipenburg (500156),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,12/27/2025 21:59:00,12/27/2025 22:00:15,ContractUpdate,Succeeded
Mila Ipenburg (500156),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Grant,06/14/2026 12:11:00,06/14/2026 12:12:10,BusinessRuleUpdate,Succeeded
Mila Ipenburg (500156),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),Grant,10/30/2025 22:48:00,10/30/2025 22:48:42,ContractUpdate,Succeeded
Mila Ipenburg (500156),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),Grant,04/17/2026 16:01:00,04/17/2026 16:01:01,ContractUpdate,Succeeded
Mila Ipenburg (500156),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),Grant,03/21/2026 07:55:00,03/21/2026 07:55:29,PersonUpdate,Succeeded
Mila Ipenburg (500156),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,02/17/2026 07:50:00,02/17/2026 07:50:26,PersonUpdate,Succeeded
Mila Ipenburg (500156),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),Grant,03/24/2025 03:18:00,03/24/2025 03:19:29,PersonUpdate,Succeeded
Xander Jonker (500157),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,04/21/2025 20:38:00,04/21/2025 20:38:37,Import,Succeeded
Xander Jonker (500157),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,12/27/2025 20:47:00,12/27/2025 20:48:20,ContractUpdate,Succeeded
Xander Jonker (500157),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,09/18/2025 17:04:00,09/18/2025 17:04:49,ContractUpdate,Succeeded
Xander Jonker (500157),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,10/23/2025 14:39:00,10/23/2025 14:39:30,BusinessRuleUpdate,Succeeded
Xander Jonker (500157),Microsoft Active Directory,APP-ICT03-Portal (avo.local/Demo/Groups/APP-ICT03-Portal),Grant,04/21/2025 23:16:00,04/21/2025 23:16:17,Import,Succeeded
Xander Jonker (500157),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),Grant,10/01/2025 15:51:00,10/01/2025 15:51:56,ContractUpdate,Succeeded
Xander Jonker (500157),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),Grant,05/03/2025 14:11:00,05/03/2025 14:11:41,ContractUpdate,Succeeded
Zoë Oosterhuis (500158),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,11/05/2025 13:48:00,11/05/2025 13:48:51,Import,Succeeded
Zoë Oosterhuis (500158),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,04/04/2025 00:04:00,04/04/2025 00:04:21,BusinessRuleUpdate,Succeeded
Zoë Oosterhuis (500158),Microsoft Active Directory,APP-ICT03-Portal (avo.local/Demo/Groups/APP-ICT03-Portal),Grant,06/05/2025 16:49:00,06/05/2025 16:50:13,Import,Succeeded
Zoë Oosterhuis (500158),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),Grant,06/06/2025 11:44:00,06/06/2025 11:44:04,ContractUpdate,Succeeded
Zoë Oosterhuis (500158),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),Grant,08/02/2025 22:35:00,08/02/2025 22:35:45,ContractUpdate,Succeeded
Xander Lindeboom (500159),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,09/12/2025 04:15:00,09/12/2025 04:15:49,ContractUpdate,Succeeded
Xander Lindeboom (500159),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,05/25/2025 08:18:00,05/25/2025 08:19:16,BusinessRuleUpdate,Succeeded
Xander Lindeboom (500159),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,11/10/2025 06:16:00,11/10/2025 06:16:59,BusinessRuleUpdate,Succeeded
Xander Lindeboom (500159),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,05/14/2025 03:15:00,05/14/2025 03:15:17,ContractUpdate,Succeeded
Xander Lindeboom (500159),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,03/30/2026 02:19:00,03/30/2026 02:20:27,ContractUpdate,Succeeded
Xander Lindeboom (500159),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),Grant,11/30/2025 02:51:00,11/30/2025 02:51:25,BusinessRuleUpdate,Succeeded
Xander Lindeboom (500159),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),Grant,08/02/2025 15:01:00,08/02/2025 15:01:26,BusinessRuleUpdate,Succeeded
Xander Lindeboom (500159),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),Grant,10/31/2025 23:58:00,10/31/2025 23:58:22,PersonUpdate,Succeeded
Hanna Kalisvaart (500160),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,09/09/2025 11:42:00,09/09/2025 11:42:07,ContractUpdate,Succeeded
Hanna Kalisvaart (500160),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,05/27/2026 10:19:00,05/27/2026 10:20:00,PersonUpdate,Succeeded
Hanna Kalisvaart (500160),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,07/23/2025 10:21:00,07/23/2025 10:21:22,Import,Succeeded
Hanna Kalisvaart (500160),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,02/27/2026 04:29:00,02/27/2026 04:30:00,BusinessRuleUpdate,Succeeded
Hanna Kalisvaart (500160),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,05/12/2025 16:34:00,05/12/2025 16:34:34,ContractUpdate,Succeeded
Hanna Kalisvaart (500160),Microsoft Active Directory,FS-CA060-RO (avo.local/Demo/Groups/FS-CA060-RO),Grant,10/18/2025 03:42:00,10/18/2025 03:43:02,PersonUpdate,Succeeded
Hanna Kalisvaart (500160),Microsoft Active Directory,MBX-CA060 (avo.local/Demo/Groups/MBX-CA060),Grant,04/06/2025 07:47:00,04/06/2025 07:48:26,PersonUpdate,Succeeded
Hanna Kalisvaart (500160),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,04/03/2025 13:12:00,04/03/2025 13:12:13,Import,Succeeded
Zoë Oosterhuis (500161),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,06/03/2025 05:36:00,06/03/2025 05:36:54,ContractUpdate,Succeeded
Zoë Oosterhuis (500161),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,04/30/2025 06:42:00,04/30/2025 06:42:54,PersonUpdate,Succeeded
Zoë Oosterhuis (500161),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,01/12/2026 22:04:00,01/12/2026 22:04:58,PersonUpdate,Succeeded
Zoë Oosterhuis (500161),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,04/30/2025 22:41:00,04/30/2025 22:41:43,Import,Succeeded
Zoë Oosterhuis (500161),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,01/05/2026 09:58:00,01/05/2026 09:58:55,ContractUpdate,Succeeded
Zoë Oosterhuis (500161),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),Grant,07/23/2025 16:59:00,07/23/2025 17:00:10,Import,Succeeded
Zoë Oosterhuis (500161),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),Grant,06/27/2025 04:58:00,06/27/2025 04:58:57,PersonUpdate,Succeeded
Anne Ipenburg (500162),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/21/2026 15:53:00,07/21/2026 15:53:57,ContractUpdate,Succeeded
Anne Ipenburg (500162),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,08/29/2025 02:17:00,08/29/2025 02:17:52,Import,Succeeded
Anne Ipenburg (500162),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,08/01/2026 04:47:00,08/01/2026 04:47:21,PersonUpdate,Succeeded
Anne Ipenburg (500162),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),Grant,09/02/2025 09:47:00,09/02/2025 09:48:25,ContractUpdate,Succeeded
Anne Ipenburg (500162),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),Grant,05/31/2025 10:08:00,05/31/2025 10:08:07,ContractUpdate,Succeeded
Anne Ipenburg (500162),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),Grant,12/19/2025 16:31:00,12/19/2025 16:31:51,Import,Succeeded
Anne Ipenburg (500162),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),Grant,05/26/2025 05:17:00,05/26/2025 05:17:35,BusinessRuleUpdate,Succeeded
Anne Ipenburg (500162),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),Grant,10/23/2025 14:01:00,10/23/2025 14:01:36,PersonUpdate,Succeeded
Bram Terlouw (500163),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,03/23/2026 01:25:00,03/23/2026 01:25:38,ContractUpdate,Succeeded
Bram Terlouw (500163),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,06/30/2025 22:40:00,06/30/2025 22:41:14,PersonUpdate,Succeeded
Bram Terlouw (500163),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,05/29/2025 17:27:00,05/29/2025 17:28:30,Import,Succeeded
Bram Terlouw (500163),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,09/01/2025 04:09:00,09/01/2025 04:10:20,Import,Succeeded
Eva Nagtegaal (500164),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,10/28/2025 06:16:00,10/28/2025 06:16:12,BusinessRuleUpdate,Succeeded
