System,Person,AccountDisplayName,AccountUserName,AccountEnabled,PermissionDisplayName,PermissionConfigurationDisplayName,SubPermissionDisplayName,Issue,Resolution
Microsoft Active Directory,Sem Vroegindeweij (500166),Sem Vroegindeweij,sem.vroegindeweij69,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Yara Zomerdijk (500097),Yara Zomerdijk,yara.zomerdijk0,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Mila Dijkgraaf (500248),Mila Dijkgraaf,mila.dijkgraaf54,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,,Quinten Kalisvaart (admin),adm-quinten.kalisvaart2,False,,,,Account unmanaged,None
Microsoft Active Directory,Sem Terlouw (500050),Sem Terlouw,sem.terlouw50,True,APP-CA060-Portal (avo.local/Demo/Groups/APP-CA060-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Roos Gerritsen (500070),Roos Gerritsen,roos.gerritsen70,False,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Mila Oosterhuis (500144),Mila Oosterhuis,mila.oosterhuis47,True,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Roozendaal (500319),Ursula Roozendaal,ursula.roozendaal28,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Mila Roozendaal (500184),Mila Roozendaal,mila.roozendaal87,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Tess Berkhout (500027),Tess Berkhout,tess.berkhout27,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Slootweg (500005),Gijs Slootweg,gijs.slootweg5,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Muijs (500035),Quinten Muijs,quinten.muijs35,False,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,,Permission unmanaged,None
Microsoft Active Directory,Iris Quaedvlieg (500018),Iris Quaedvlieg,iris.quaedvlieg18,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Noa Uijlenbroek (500305),Noa Uijlenbroek,noa.uijlenbroek14,False,LIC-M365-E3 (avo.local/Demo/Groups/LIC-M365-E3),,,Permission unmanaged,None
Microsoft Active Directory,Finn Elzinga (500271),Finn Elzinga,finn.elzinga77,True,PRINT-Thuiswerkplek (avo.local/Demo/Groups/PRINT-Thuiswerkplek),,,Permission unmanaged,None
Microsoft Active Directory,Yara Hoekstra (500150),Yara Hoekstra,yara.hoekstra53,True,LIC-M365-E5 (avo.local/Demo/Groups/LIC-M365-E5),,,Permission unmanaged,None
Microsoft Active Directory,Pien Oosterhuis (500221),Pien Oosterhuis,pien.oosterhuis27,False,PRINT-Deventer (avo.local/Demo/Groups/PRINT-Deventer),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Vroegindeweij (500182),Ursula Vroegindeweij,ursula.vroegindeweij85,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Xander Dijkgraaf (500067),Xander Dijkgraaf,xander.dijkgraaf67,True,PRINT-Thuiswerkplek (avo.local/Demo/Groups/PRINT-Thuiswerkplek),,,Permission unmanaged,None
Microsoft Active Directory,,Tess Kalisvaart (admin),adm-tess.kalisvaart63,True,,,,Account unmanaged,None
Microsoft Active Directory,Vera Dijkgraaf (500099),Vera Dijkgraaf,vera.dijkgraaf2,True,PRINT-Thuiswerkplek (avo.local/Demo/Groups/PRINT-Thuiswerkplek),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Ipenburg (500096),Quinten Ipenburg,quinten.ipenburg96,True,MBX-INK08 (avo.local/Demo/Groups/MBX-INK08),,,Permission unmanaged,None
Microsoft Active Directory,Cato Jonker (500255),Cato Jonker,cato.jonker61,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Wout Gerritsen (500224),Wout Gerritsen,wout.gerritsen30,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Vroegindeweij (500182),Ursula Vroegindeweij,ursula.vroegindeweij85,True,TEAM-COM05 (avo.local/Demo/Groups/TEAM-COM05),,,Permission unmanaged,None
Microsoft Active Directory,Eva Pronk (500031),Eva Pronk,eva.pronk31,True,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,,Permission unmanaged,None
Microsoft Active Directory,Kim Quaedvlieg (500034),Kim Quaedvlieg,kim.quaedvlieg34,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Daan Uijlenbroek (500141),Daan Uijlenbroek,daan.uijlenbroek44,True,FS-COM05-RW (avo.local/Demo/Groups/FS-COM05-RW),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Hoekstra (500280),Ursula Hoekstra,ursula.hoekstra86,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Roos Oosterhuis (500044),Roos Oosterhuis,roos.oosterhuis44,False,APP-Planner (avo.local/Demo/Groups/APP-Planner),,,Permission unmanaged,None
Microsoft Active Directory,Vera Berkhout (500317),Vera Berkhout,vera.berkhout26,True,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Elzinga (500212),Jasper Elzinga,jasper.elzinga18,True,ROLE-Activiteitenbegeleider (avo.local/Demo/Groups/ROLE-Activiteitenbegeleider),,,Permission unmanaged,None
Microsoft Active Directory,Noa Uijlenbroek (500305),Noa Uijlenbroek,noa.uijlenbroek14,False,FS-KWA07-RW (avo.local/Demo/Groups/FS-KWA07-RW),,,Permission unmanaged,None
Microsoft Active Directory,Mila Pronk (500125),Mila Pronk,mila.pronk28,False,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Xander Muijs (500220),Xander Muijs,xander.muijs26,True,PRINT-Default (avo.local/Demo/Groups/PRINT-Default),,,Permission unmanaged,None
Microsoft Active Directory,Bram Nagtegaal (500312),Bram Nagtegaal,bram.nagtegaal21,True,ROLE-Teamleider (avo.local/Demo/Groups/ROLE-Teamleider),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Gerritsen (500292),Gijs Gerritsen,gijs.gerritsen1,True,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,,Permission unmanaged,None
Microsoft Active Directory,Kim Fokkema (500185),Kim Fokkema,kim.fokkema88,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Hoekstra (500178),Jasper Hoekstra,jasper.hoekstra81,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Coenen (500003),Jasper Coenen,jasper.coenen3,True,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,,Permission unmanaged,None
Microsoft Active Directory,Xander Elzinga (500083),Xander Elzinga,xander.elzinga83,False,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Mila Quaedvlieg (500211),Mila Quaedvlieg,mila.quaedvlieg17,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Terlouw (500296),Olivier Terlouw,olivier.terlouw5,True,LIC-M365-E1 (avo.local/Demo/Groups/LIC-M365-E1),,,Permission unmanaged,None
Microsoft Active Directory,Finn Berkhout (500236),Finn Berkhout,finn.berkhout42,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Tess Berkhout (500201),Tess Berkhout,tess.berkhout7,True,FS-COM05-RW (avo.local/Demo/Groups/FS-COM05-RW),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Muijs (500021),Hanna Muijs,hanna.muijs21,True,FS-Applicatiebeheerder-DATA (avo.local/Demo/Groups/FS-Applicatiebeheerder-DATA),,,Permission unmanaged,None
Microsoft Active Directory,Xander Jonker (500126),Xander Jonker,xander.jonker29,True,LIC-M365-F3 (avo.local/Demo/Groups/LIC-M365-F3),,,Permission unmanaged,None
Microsoft Active Directory,Noa Aalbers (500056),Noa Aalbers,noa.aalbers56,True,FS-FIN01-RO (avo.local/Demo/Groups/FS-FIN01-RO),,,Permission unmanaged,None
Microsoft Active Directory,Tess Oosterhuis (500218),Tess Oosterhuis,tess.oosterhuis24,True,FS-FAC04-RW (avo.local/Demo/Groups/FS-FAC04-RW),,,Permission unmanaged,None
Microsoft Active Directory,Xander Hoekstra (500170),Xander Hoekstra,xander.hoekstra73,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Bram Nagtegaal (500312),Bram Nagtegaal,bram.nagtegaal21,True,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Roos Nagtegaal (500124),Roos Nagtegaal,roos.nagtegaal27,True,PRINT-Deventer (avo.local/Demo/Groups/PRINT-Deventer),,,Permission unmanaged,None
Microsoft Active Directory,Finn Wielenga (500232),Finn Wielenga,finn.wielenga38,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Vera Coenen (500289),Vera Coenen,vera.coenen95,True,ROLE-Communicatieadviseur (avo.local/Demo/Groups/ROLE-Communicatieadviseur),,,Permission unmanaged,None
Microsoft Active Directory,Finn Roozendaal (500270),Finn Roozendaal,finn.roozendaal76,True,FS-ZRG06-RW (avo.local/Demo/Groups/FS-ZRG06-RW),,,Permission unmanaged,None
Microsoft Active Directory,Wout Coenen (500192),Wout Coenen,wout.coenen95,True,LIC-M365-E1 (avo.local/Demo/Groups/LIC-M365-E1),,,Permission unmanaged,None
Microsoft Active Directory,Anne Wielenga (500243),Anne Wielenga,anne.wielenga49,True,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Noa Roozendaal (500000),Noa Roozendaal,noa.roozendaal0,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Wielenga (500143),Ursula Wielenga,ursula.wielenga46,True,APP-Project (avo.local/Demo/Groups/APP-Project),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Gerritsen (500292),Gijs Gerritsen,gijs.gerritsen1,True,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,,Permission unmanaged,None
Microsoft Active Directory,Roos Coenen (500142),Roos Coenen,roos.coenen45,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Mila Lindeboom (500089),Mila Lindeboom,mila.lindeboom89,True,ROLE-Wijkverpleegkundige (avo.local/Demo/Groups/ROLE-Wijkverpleegkundige),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Elzinga (500041),Jasper Elzinga,jasper.elzinga41,True,APP-CZ08-Portal (avo.local/Demo/Groups/APP-CZ08-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Daan Uijlenbroek (500141),Daan Uijlenbroek,daan.uijlenbroek44,True,APP-PowerBI-Pro (avo.local/Demo/Groups/APP-PowerBI-Pro),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Pronk (500311),Ursula Pronk,ursula.pronk20,True,FS-FAC04-RW (avo.local/Demo/Groups/FS-FAC04-RW),,,Permission unmanaged,None
Microsoft Active Directory,Eva Gerritsen (500299),Eva Gerritsen,eva.gerritsen8,True,FS-Applicatiebeheerder-DATA (avo.local/Demo/Groups/FS-Applicatiebeheerder-DATA),,,Permission unmanaged,None
Microsoft Active Directory,Eva Hoekstra (500179),Eva Hoekstra,eva.hoekstra82,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Pronk (500053),Quinten Pronk,quinten.pronk53,True,LIC-M365-E5 (avo.local/Demo/Groups/LIC-M365-E5),,,Permission unmanaged,None
Microsoft Active Directory,Xander Kalisvaart (500169),Xander Kalisvaart,xander.kalisvaart72,True,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,,Permission unmanaged,None
Microsoft Active Directory,Tess Vroegindeweij (500158),Tess Vroegindeweij,tess.vroegindeweij61,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Roos Berkhout (500077),Roos Berkhout,roos.berkhout77,True,APP-FIN01-Portal (avo.local/Demo/Groups/APP-FIN01-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Nagtegaal (500108),Quinten Nagtegaal,quinten.nagtegaal11,True,LIC-M365-E3 (avo.local/Demo/Groups/LIC-M365-E3),,,Permission unmanaged,None
Microsoft Active Directory,Roos Oosterhuis (500044),Roos Oosterhuis,roos.oosterhuis44,False,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Cato Coenen (500085),Cato Coenen,cato.coenen85,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Pronk (500311),Ursula Pronk,ursula.pronk20,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Terlouw (500233),Olivier Terlouw,olivier.terlouw39,True,MBX-FAC04 (avo.local/Demo/Groups/MBX-FAC04),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Terlouw (500233),Olivier Terlouw,olivier.terlouw39,True,TEAM-FAC04 (avo.local/Demo/Groups/TEAM-FAC04),,,Permission unmanaged,None
Microsoft Active Directory,,Finn Jonker (admin),adm-finn.jonker33,True,ADMIN-AD-Beheer (avo.local/Demo/Groups/ADMIN-AD-Beheer),,,Permission unmanaged,None
Microsoft Active Directory,Yara Vroegindeweij (500206),Yara Vroegindeweij,yara.vroegindeweij12,True,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),,,Permission unmanaged,None
Microsoft Active Directory,Zoë Lindeboom (500259),Zoë Lindeboom,zoe.lindeboom65,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Uijlenbroek (500004),Quinten Uijlenbroek,quinten.uijlenbroek4,True,LIC-M365-E3 (avo.local/Demo/Groups/LIC-M365-E3),,,Permission unmanaged,None
Microsoft Active Directory,Wout Roozendaal (500207),Wout Roozendaal,wout.roozendaal13,True,PRINT-Zwolle (avo.local/Demo/Groups/PRINT-Zwolle),,,Permission unmanaged,None
Microsoft Active Directory,Tess Gerritsen (500200),Tess Gerritsen,tess.gerritsen6,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Cato Wielenga (500238),Cato Wielenga,cato.wielenga44,True,PRINT-Apeldoorn (avo.local/Demo/Groups/PRINT-Apeldoorn),,,Permission unmanaged,None
Microsoft Active Directory,Iris Muijs (500105),Iris Muijs,iris.muijs8,True,LIC-M365-E5 (avo.local/Demo/Groups/LIC-M365-E5),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Jonker (500052),Olivier Jonker,olivier.jonker52,True,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,,Permission unmanaged,None
Microsoft Active Directory,Tess Hoekstra (500247),Tess Hoekstra,tess.hoekstra53,False,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Sem Dijkgraaf (500123),Sem Dijkgraaf,sem.dijkgraaf26,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Daan Gerritsen (500086),Daan Gerritsen,daan.gerritsen86,True,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Pronk (500277),Gijs Pronk,gijs.pronk83,True,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Roozendaal (500011),Olivier Roozendaal,olivier.roozendaal11,True,FS-FAC04-RW (avo.local/Demo/Groups/FS-FAC04-RW),,,Permission unmanaged,None
Microsoft Active Directory,,Daan Quaedvlieg (admin),adm-,False,ADMIN-Exchange-Beheer (avo.local/Demo/Groups/ADMIN-Exchange-Beheer),,,Permission unmanaged,None
Microsoft Active Directory,Pien Kalisvaart (500154),Pien Kalisvaart,pien.kalisvaart57,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Cato Coenen (500085),Cato Coenen,cato.coenen85,True,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,,Permission unmanaged,None
Microsoft Active Directory,Noa Aalbers (500056),Noa Aalbers,noa.aalbers56,True,TEAM-FIN01 (avo.local/Demo/Groups/TEAM-FIN01),,,Permission unmanaged,None
Microsoft Active Directory,Xander Jonker (500318),Xander Jonker,xander.jonker27,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Eva Roozendaal (500060),Eva Roozendaal,eva.roozendaal60,False,ROLE-Applicatiebeheerder (avo.local/Demo/Groups/ROLE-Applicatiebeheerder),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Coenen (500088),Hanna Coenen,hanna.coenen88,True,ROLE-Applicatiebeheerder (avo.local/Demo/Groups/ROLE-Applicatiebeheerder),,,Permission unmanaged,None
Microsoft Active Directory,Sem Dijkgraaf (500123),Sem Dijkgraaf,sem.dijkgraaf26,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Pronk (500311),Ursula Pronk,ursula.pronk20,True,FS-FAC04-RO (avo.local/Demo/Groups/FS-FAC04-RO),,,Permission unmanaged,None
Microsoft Active Directory,Lars Roozendaal (500313),Lars Roozendaal,lars.roozendaal22,True,APP-Project (avo.local/Demo/Groups/APP-Project),,,Permission unmanaged,None
Microsoft Active Directory,,Iris Slootweg (test),test.iris.slootweg6,True,LIC-M365-F3 (avo.local/Demo/Groups/LIC-M365-F3),,,Permission unmanaged,None
Microsoft Active Directory,Xander Coenen (500151),Xander Coenen,xander.coenen54,True,PRINT-Default (avo.local/Demo/Groups/PRINT-Default),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Nagtegaal (500122),Olivier Nagtegaal,olivier.nagtegaal25,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Cato Uijlenbroek (500100),Cato Uijlenbroek,cato.uijlenbroek3,True,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Slootweg (500005),Gijs Slootweg,gijs.slootweg5,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Vroegindeweij (500182),Ursula Vroegindeweij,ursula.vroegindeweij85,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Vera Berkhout (500317),Vera Berkhout,vera.berkhout26,True,ROLE-Medewerker (avo.local/Demo/Groups/ROLE-Medewerker),,,Permission unmanaged,None
Microsoft Active Directory,Kim Nagtegaal (500190),Kim Nagtegaal,kim.nagtegaal93,True,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Dijkgraaf (500303),Gijs Dijkgraaf,gijs.dijkgraaf12,True,ROLE-Inkoopadviseur (avo.local/Demo/Groups/ROLE-Inkoopadviseur),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Roozendaal (500298),Hanna Roozendaal,hanna.roozendaal7,True,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Pronk (500181),Ursula Pronk,ursula.pronk84,True,LIC-M365-E1 (avo.local/Demo/Groups/LIC-M365-E1),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Muijs (500302),Ursula Muijs,ursula.muijs11,True,APP-Teams (avo.local/Demo/Groups/APP-Teams),,,Permission unmanaged,None
Microsoft Active Directory,Cato Jonker (500255),Cato Jonker,cato.jonker61,True,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),,,Permission unmanaged,None
Microsoft Active Directory,Cato Fokkema (500198),Cato Fokkema,cato.fokkema4,True,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),,,Permission unmanaged,None
Microsoft Active Directory,Zoë Terlouw (500290),Zoë Terlouw,zoe.terlouw96,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Quaedvlieg (500246),Jasper Quaedvlieg,jasper.quaedvlieg52,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Noa Roozendaal (500000),Noa Roozendaal,noa.roozendaal0,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Pien Kalisvaart (500154),Pien Kalisvaart,pien.kalisvaart57,True,MBX-ZRG06 (avo.local/Demo/Groups/MBX-ZRG06),,,Permission unmanaged,None
Microsoft Active Directory,Xander Coenen (500151),Xander Coenen,xander.coenen54,True,ROLE-Communicatieadviseur (avo.local/Demo/Groups/ROLE-Communicatieadviseur),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Zomerdijk (500036),Ursula Zomerdijk,ursula.zomerdijk36,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Cato Wielenga (500238),Cato Wielenga,cato.wielenga44,True,MBX-INK08 (avo.local/Demo/Groups/MBX-INK08),,,Permission unmanaged,None
Microsoft Active Directory,Wout Pronk (500283),Wout Pronk,wout.pronk89,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Elzinga (500212),Jasper Elzinga,jasper.elzinga18,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Roozendaal (500298),Hanna Roozendaal,hanna.roozendaal7,True,FS-ZRG06-RW (avo.local/Demo/Groups/FS-ZRG06-RW),,,Permission unmanaged,None
Microsoft Active Directory,Noa Zomerdijk (500140),Noa Zomerdijk,noa.zomerdijk43,True,APP-FIN01-Portal (avo.local/Demo/Groups/APP-FIN01-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Cato Fokkema (500198),Cato Fokkema,cato.fokkema4,True,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),,,Permission unmanaged,None
Microsoft Active Directory,Bram Jonker (500287),Bram Jonker,bram.jonker93,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Mila Jonker (500171),Mila Jonker,mila.jonker74,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Daan Roozendaal (500310),Daan Roozendaal,daan.roozendaal19,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Zoë Terlouw (500309),Zoë Terlouw,zoe.terlouw18,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Roozendaal (500011),Olivier Roozendaal,olivier.roozendaal11,True,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),,,Permission unmanaged,None
Microsoft Active Directory,Wout Gerritsen (500224),Wout Gerritsen,wout.gerritsen30,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Finn Aalbers (500177),Finn Aalbers,finn.aalbers80,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Lars Berkhout (500065),Lars Berkhout,lars.berkhout65,True,MBX-INK08 (avo.local/Demo/Groups/MBX-INK08),,,Permission unmanaged,None
Microsoft Active Directory,Anne Ipenburg (500054),Anne Ipenburg,anne.ipenburg54,True,FS-COM05-RO (avo.local/Demo/Groups/FS-COM05-RO),,,Permission unmanaged,None
Microsoft Active Directory,Roos Elzinga (500136),Roos Elzinga,roos.elzinga39,True,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,,Permission unmanaged,None
Microsoft Active Directory,Roos Aalbers (500038),Roos Aalbers,roos.aalbers38,True,APP-KWA07-Portal (avo.local/Demo/Groups/APP-KWA07-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Xander Oosterhuis (500114),Xander Oosterhuis,xander.oosterhuis17,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Daan Roozendaal (500310),Daan Roozendaal,daan.roozendaal19,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Mila Wielenga (500240),Mila Wielenga,mila.wielenga46,True,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),,,Permission unmanaged,None
Microsoft Active Directory,Zoë Terlouw (500290),Zoë Terlouw,zoe.terlouw96,True,FS-ZRG06-RW (avo.local/Demo/Groups/FS-ZRG06-RW),,,Permission unmanaged,None
Microsoft Active Directory,Vera Dijkgraaf (500099),Vera Dijkgraaf,vera.dijkgraaf2,True,MBX-FAC04 (avo.local/Demo/Groups/MBX-FAC04),,,Permission unmanaged,None
Microsoft Active Directory,Mila Dijkgraaf (500248),Mila Dijkgraaf,mila.dijkgraaf54,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Mila Jonker (500009),Mila Jonker,mila.jonker9,True,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,,Permission unmanaged,None
Microsoft Active Directory,Daan Gerritsen (500109),Daan Gerritsen,daan.gerritsen12,True,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,,Permission unmanaged,None
Microsoft Active Directory,Wout Wielenga (500093),Wout Wielenga,wout.wielenga93,True,PRINT-Default (avo.local/Demo/Groups/PRINT-Default),,,Permission unmanaged,None
Microsoft Active Directory,Bram Jonker (500287),Bram Jonker,bram.jonker93,True,APP-CA060-Portal (avo.local/Demo/Groups/APP-CA060-Portal),,,Permission unmanaged,None
